date,iso_code,nuts2,name,supplier,vaccinated
2021-02-12,ES-NC,ES22,Navarra,Unknown,14536
2021-02-12,ES-PV,ES21,País Vasco,Unknown,36125
2021-02-12,ES-CE,ES63,Ceuta,Unknown,963
2021-02-12,ES-ML,ES64,Melilla,Unknown,1083
2021-02-15,ES-AN,ES61,Andalucía,Unknown,190867
2021-02-15,ES-AR,ES24,Aragón,Unknown,36979
2021-02-15,ES-AS,ES12,Asturias,Unknown,33466
2021-02-15,ES-IB,ES53,Islas Baleares,Unknown,18653
2021-02-15,ES-CN,ES70,Canarias,Unknown,43371
2021-02-15,ES-CB,ES13,Cantabria,Unknown,18916
2021-02-15,ES-CL,ES41,Castilla y León,Unknown,78271
2021-02-15,ES-CM,ES42,Castilla-La Mancha,Unknown,49378
2021-02-15,ES-CT,ES51,Cataluña,Unknown,162003
2021-02-15,ES-VC,ES52,Comunidad Valenciana,Unknown,94255
2021-02-15,ES-EX,ES43,Extremadura,Unknown,31116
2021-02-15,ES-GA,ES11,Galicia,Unknown,55343
2021-02-15,ES-RI,ES23,La Rioja,Unknown,8449
2021-02-15,ES-MD,ES30,Madrid,Unknown,152696
2021-02-15,ES-MC,ES62,Murcia,Unknown,37453
2021-02-15,ES-NC,ES22,Navarra,Unknown,15344
2021-02-15,ES-PV,ES21,País Vasco,Unknown,41483
2021-02-15,ES-CE,ES63,Ceuta,Unknown,964
2021-02-15,ES-ML,ES64,Melilla,Unknown,1084
2021-02-16,ES-AN,ES61,Andalucía,Unknown,194477
2021-02-16,ES-AR,ES24,Aragón,Unknown,37628
2021-02-16,ES-AS,ES12,Asturias,Unknown,34140
2021-02-16,ES-IB,ES53,Islas Baleares,Unknown,19025
2021-02-16,ES-CN,ES70,Canarias,Unknown,44120
2021-02-16,ES-CB,ES13,Cantabria,Unknown,19000
2021-02-16,ES-CL,ES41,Castilla y León,Unknown,80091
2021-02-16,ES-CM,ES42,Castilla-La Mancha,Unknown,52826
2021-02-16,ES-CT,ES51,Cataluña,Unknown,166104
2021-02-16,ES-VC,ES52,Comunidad Valenciana,Unknown,95559
2021-02-16,ES-EX,ES43,Extremadura,Unknown,32353
2021-02-16,ES-GA,ES11,Galicia,Unknown,57383
2021-02-16,ES-RI,ES23,La Rioja,Unknown,8523
2021-02-16,ES-MD,ES30,Madrid,Unknown,156682
2021-02-16,ES-MC,ES62,Murcia,Unknown,38970
2021-02-16,ES-NC,ES22,Navarra,Unknown,16062
2021-02-16,ES-PV,ES21,País Vasco,Unknown,41758
2021-02-16,ES-CE,ES63,Ceuta,Unknown,969
2021-02-16,ES-ML,ES64,Melilla,Unknown,1252
2021-02-17,ES-AN,ES61,Andalucía,Unknown,198314
2021-02-17,ES-AR,ES24,Aragón,Unknown,39674
2021-02-17,ES-AS,ES12,Asturias,Unknown,34568
2021-02-17,ES-IB,ES53,Islas Baleares,Unknown,19361
2021-02-17,ES-CN,ES70,Canarias,Unknown,45239
2021-02-17,ES-CB,ES13,Cantabria,Unknown,19062
2021-02-17,ES-CL,ES41,Castilla y León,Unknown,81422
2021-02-17,ES-CM,ES42,Castilla-La Mancha,Unknown,55447
2021-02-17,ES-CT,ES51,Cataluña,Unknown,168254
2021-02-17,ES-VC,ES52,Comunidad Valenciana,Unknown,96040
2021-02-17,ES-EX,ES43,Extremadura,Unknown,33415
2021-02-17,ES-GA,ES11,Galicia,Unknown,57397
2021-02-17,ES-RI,ES23,La Rioja,Unknown,8529
2021-02-17,ES-MD,ES30,Madrid,Unknown,160202
2021-02-17,ES-MC,ES62,Murcia,Unknown,39879
2021-02-17,ES-NC,ES22,Navarra,Unknown,16873
2021-02-17,ES-PV,ES21,País Vasco,Unknown,43281
2021-02-17,ES-CE,ES63,Ceuta,Unknown,969
2021-02-17,ES-ML,ES64,Melilla,Unknown,1254
2021-02-18,ES-AN,ES61,Andalucía,Unknown,202631
2021-02-18,ES-AR,ES24,Aragón,Unknown,40945
2021-02-18,ES-AS,ES12,Asturias,Unknown,35251
2021-02-18,ES-IB,ES53,Islas Baleares,Unknown,19906
2021-02-18,ES-CN,ES70,Canarias,Unknown,46799
2021-02-18,ES-CB,ES13,Cantabria,Unknown,19118
2021-02-18,ES-CL,ES41,Castilla y León,Unknown,83192
2021-02-18,ES-CM,ES42,Castilla-La Mancha,Unknown,58335
2021-02-18,ES-CT,ES51,Cataluña,Unknown,170429
2021-02-18,ES-VC,ES52,Comunidad Valenciana,Unknown,96724
2021-02-18,ES-EX,ES43,Extremadura,Unknown,35477
2021-02-18,ES-GA,ES11,Galicia,Unknown,57531
2021-02-18,ES-RI,ES23,La Rioja,Unknown,8812
2021-02-18,ES-MD,ES30,Madrid,Unknown,163768
2021-02-18,ES-MC,ES62,Murcia,Unknown,42022
2021-02-18,ES-NC,ES22,Navarra,Unknown,17700
2021-02-18,ES-PV,ES21,País Vasco,Unknown,43642
2021-02-18,ES-CE,ES63,Ceuta,Unknown,1019
2021-02-18,ES-ML,ES64,Melilla,Unknown,1255
2021-02-19,ES-AN,ES61,Andalucía,Unknown,208721
2021-02-19,ES-AR,ES24,Aragón,Unknown,42429
2021-02-19,ES-AS,ES12,Asturias,Unknown,36392
2021-02-19,ES-IB,ES53,Islas Baleares,Unknown,20499
2021-02-19,ES-CN,ES70,Canarias,Unknown,48759
2021-02-19,ES-CB,ES13,Cantabria,Unknown,19376
2021-02-19,ES-CL,ES41,Castilla y León,Unknown,84052
2021-02-19,ES-CM,ES42,Castilla-La Mancha,Unknown,59845
2021-02-19,ES-CT,ES51,Cataluña,Unknown,176286
2021-02-19,ES-VC,ES52,Comunidad Valenciana,Unknown,97384
2021-02-19,ES-EX,ES43,Extremadura,Unknown,36485
2021-02-19,ES-GA,ES11,Galicia,Unknown,57611
2021-02-19,ES-RI,ES23,La Rioja,Unknown,8848
2021-02-19,ES-MD,ES30,Madrid,Unknown,166475
2021-02-19,ES-MC,ES62,Murcia,Unknown,43159
2021-02-19,ES-NC,ES22,Navarra,Unknown,18445
2021-02-19,ES-PV,ES21,País Vasco,Unknown,43919
2021-02-19,ES-CE,ES63,Ceuta,Unknown,1086
2021-02-19,ES-ML,ES64,Melilla,Unknown,1255
2021-02-22,ES-AN,ES61,Andalucía,Unknown,215070
2021-02-22,ES-AR,ES24,Aragón,Unknown,42860
2021-02-22,ES-AS,ES12,Asturias,Unknown,37645
2021-02-22,ES-IB,ES53,Islas Baleares,Unknown,20549
2021-02-22,ES-CN,ES70,Canarias,Unknown,49752
2021-02-22,ES-CB,ES13,Cantabria,Unknown,19810
2021-02-22,ES-CL,ES41,Castilla y León,Unknown,85608
2021-02-22,ES-CM,ES42,Castilla-La Mancha,Unknown,61612
2021-02-22,ES-CT,ES51,Cataluña,Unknown,180096
2021-02-22,ES-VC,ES52,Comunidad Valenciana,Unknown,98606
2021-02-22,ES-EX,ES43,Extremadura,Unknown,37889
2021-02-22,ES-GA,ES11,Galicia,Unknown,57862
2021-02-22,ES-RI,ES23,La Rioja,Unknown,9112
2021-02-22,ES-MD,ES30,Madrid,Unknown,168697
2021-02-22,ES-MC,ES62,Murcia,Unknown,45646
2021-02-22,ES-NC,ES22,Navarra,Unknown,19341
2021-02-22,ES-PV,ES21,País Vasco,Unknown,44558
2021-02-22,ES-CE,ES63,Ceuta,Unknown,1086
2021-02-22,ES-ML,ES64,Melilla,Unknown,1262
2021-02-23,ES-AN,ES61,Andalucía,Unknown,216617
2021-02-23,ES-AR,ES24,Aragón,Unknown,43705
2021-02-23,ES-AS,ES12,Asturias,Unknown,37949
2021-02-23,ES-IB,ES53,Islas Baleares,Unknown,20560
2021-02-23,ES-CN,ES70,Canarias,Unknown,49926
2021-02-23,ES-CB,ES13,Cantabria,Unknown,19854
2021-02-23,ES-CL,ES41,Castilla y León,Unknown,86452
2021-02-23,ES-CM,ES42,Castilla-La Mancha,Unknown,63205
2021-02-23,ES-CT,ES51,Cataluña,Unknown,181835
2021-02-23,ES-VC,ES52,Comunidad Valenciana,Unknown,99045
2021-02-23,ES-EX,ES43,Extremadura,Unknown,38029
2021-02-23,ES-GA,ES11,Galicia,Unknown,58052
2021-02-23,ES-RI,ES23,La Rioja,Unknown,9193
2021-02-23,ES-MD,ES30,Madrid,Unknown,169765
2021-02-23,ES-MC,ES62,Murcia,Unknown,46777
2021-02-23,ES-NC,ES22,Navarra,Unknown,20090
2021-02-23,ES-PV,ES21,País Vasco,Unknown,44902
2021-02-23,ES-CE,ES63,Ceuta,Unknown,1087
2021-02-23,ES-ML,ES64,Melilla,Unknown,1262
2021-02-24,ES-AN,ES61,Andalucía,Unknown,218967
2021-02-24,ES-AR,ES24,Aragón,Unknown,44195
2021-02-24,ES-AS,ES12,Asturias,Unknown,38423
2021-02-24,ES-IB,ES53,Islas Baleares,Unknown,20576
2021-02-24,ES-CN,ES70,Canarias,Unknown,50067
2021-02-24,ES-CB,ES13,Cantabria,Unknown,19963
2021-02-24,ES-CL,ES41,Castilla y León,Unknown,87344
2021-02-24,ES-CM,ES42,Castilla-La Mancha,Unknown,64920
2021-02-24,ES-CT,ES51,Cataluña,Unknown,183354
2021-02-24,ES-VC,ES52,Comunidad Valenciana,Unknown,100209
2021-02-24,ES-EX,ES43,Extremadura,Unknown,38366
2021-02-24,ES-GA,ES11,Galicia,Unknown,58239
2021-02-24,ES-RI,ES23,La Rioja,Unknown,9193
2021-02-24,ES-MD,ES30,Madrid,Unknown,170589
2021-02-24,ES-MC,ES62,Murcia,Unknown,48528
2021-02-24,ES-NC,ES22,Navarra,Unknown,20422
2021-02-24,ES-PV,ES21,País Vasco,Unknown,45475
2021-02-24,ES-CE,ES63,Ceuta,Unknown,1087
2021-02-24,ES-ML,ES64,Melilla,Unknown,1266
2021-02-25,ES-AN,ES61,Andalucía,Unknown,221557
2021-02-25,ES-AR,ES24,Aragón,Unknown,44734
2021-02-25,ES-AS,ES12,Asturias,Unknown,38716
2021-02-25,ES-IB,ES53,Islas Baleares,Unknown,20975
2021-02-25,ES-CN,ES70,Canarias,Unknown,51123
2021-02-25,ES-CB,ES13,Cantabria,Unknown,20018
2021-02-25,ES-CL,ES41,Castilla y León,Unknown,88071
2021-02-25,ES-CM,ES42,Castilla-La Mancha,Unknown,65766
2021-02-25,ES-CT,ES51,Cataluña,Unknown,184380
2021-02-25,ES-VC,ES52,Comunidad Valenciana,Unknown,100793
2021-02-25,ES-EX,ES43,Extremadura,Unknown,38511
2021-02-25,ES-GA,ES11,Galicia,Unknown,58354
2021-02-25,ES-RI,ES23,La Rioja,Unknown,9204
2021-02-25,ES-MD,ES30,Madrid,Unknown,171359
2021-02-25,ES-MC,ES62,Murcia,Unknown,49356
2021-02-25,ES-NC,ES22,Navarra,Unknown,20842
2021-02-25,ES-PV,ES21,País Vasco,Unknown,45667
2021-02-25,ES-CE,ES63,Ceuta,Unknown,1090
2021-02-25,ES-ML,ES64,Melilla,Unknown,1266
2021-02-26,ES-AN,ES61,Andalucía,Unknown,225068
2021-02-26,ES-AR,ES24,Aragón,Unknown,45931
2021-02-26,ES-AS,ES12,Asturias,Unknown,38716
2021-02-26,ES-IB,ES53,Islas Baleares,Unknown,21124
2021-02-26,ES-CN,ES70,Canarias,Unknown,51231
2021-02-26,ES-CB,ES13,Cantabria,Unknown,20346
2021-02-26,ES-CL,ES41,Castilla y León,Unknown,88792
2021-02-26,ES-CM,ES42,Castilla-La Mancha,Unknown,66945
2021-02-26,ES-CT,ES51,Cataluña,Unknown,186268
2021-02-26,ES-VC,ES52,Comunidad Valenciana,Unknown,101330
2021-02-26,ES-EX,ES43,Extremadura,Unknown,38608
2021-02-26,ES-GA,ES11,Galicia,Unknown,58689
2021-02-26,ES-RI,ES23,La Rioja,Unknown,9205
2021-02-26,ES-MD,ES30,Madrid,Unknown,171781
2021-02-26,ES-MC,ES62,Murcia,Unknown,49915
2021-02-26,ES-NC,ES22,Navarra,Unknown,21274
2021-02-26,ES-PV,ES21,País Vasco,Unknown,46157
2021-02-26,ES-CE,ES63,Ceuta,Unknown,1136
2021-02-26,ES-ML,ES64,Melilla,Unknown,1267
2021-03-01,ES-AN,ES61,Andalucía,Unknown,228739
2021-03-01,ES-AR,ES24,Aragón,Unknown,46822
2021-03-01,ES-AS,ES12,Asturias,Unknown,39215
2021-03-01,ES-IB,ES53,Islas Baleares,Unknown,21950
2021-03-01,ES-CN,ES70,Canarias,Unknown,51446
2021-03-01,ES-CB,ES13,Cantabria,Unknown,20433
2021-03-01,ES-CL,ES41,Castilla y León,Unknown,89946
2021-03-01,ES-CM,ES42,Castilla-La Mancha,Unknown,68732
2021-03-01,ES-CT,ES51,Cataluña,Unknown,188109
2021-03-01,ES-VC,ES52,Comunidad Valenciana,Unknown,102016
2021-03-01,ES-EX,ES43,Extremadura,Unknown,39292
2021-03-01,ES-GA,ES11,Galicia,Unknown,58891
2021-03-01,ES-RI,ES23,La Rioja,Unknown,9205
2021-03-01,ES-MD,ES30,Madrid,Unknown,175205
2021-03-01,ES-MC,ES62,Murcia,Unknown,50233
2021-03-01,ES-NC,ES22,Navarra,Unknown,21719
2021-03-01,ES-PV,ES21,País Vasco,Unknown,47492
2021-03-01,ES-CE,ES63,Ceuta,Unknown,1136
2021-03-01,ES-ML,ES64,Melilla,Unknown,1267
2021-03-02,ES-AN,ES61,Andalucía,Unknown,228829
2021-03-02,ES-AR,ES24,Aragón,Unknown,46898
2021-03-02,ES-AS,ES12,Asturias,Unknown,39435
2021-03-02,ES-IB,ES53,Islas Baleares,Unknown,22161
2021-03-02,ES-CN,ES70,Canarias,Unknown,51479
2021-03-02,ES-CB,ES13,Cantabria,Unknown,20584
2021-03-02,ES-CL,ES41,Castilla y León,Unknown,90732
2021-03-02,ES-CM,ES42,Castilla-La Mancha,Unknown,69232
2021-03-02,ES-CT,ES51,Cataluña,Unknown,188818
2021-03-02,ES-VC,ES52,Comunidad Valenciana,Unknown,102016
2021-03-02,ES-EX,ES43,Extremadura,Unknown,39580
2021-03-02,ES-GA,ES11,Galicia,Unknown,58919
2021-03-02,ES-RI,ES23,La Rioja,Unknown,9280
2021-03-02,ES-MD,ES30,Madrid,Unknown,175666
2021-03-02,ES-MC,ES62,Murcia,Unknown,50556
2021-03-02,ES-NC,ES22,Navarra,Unknown,21992
2021-03-02,ES-PV,ES21,País Vasco,Unknown,48052
2021-03-02,ES-CE,ES63,Ceuta,Unknown,1195
2021-03-02,ES-ML,ES64,Melilla,Unknown,1276
2021-03-03,ES-AN,ES61,Andalucía,Unknown,233434
2021-03-03,ES-AR,ES24,Aragón,Unknown,47125
2021-03-03,ES-AS,ES12,Asturias,Unknown,41196
2021-03-03,ES-IB,ES53,Islas Baleares,Unknown,22426
2021-03-03,ES-CN,ES70,Canarias,Unknown,53582
2021-03-03,ES-CB,ES13,Cantabria,Unknown,20584
2021-03-03,ES-CL,ES41,Castilla y León,Unknown,93024
2021-03-03,ES-CM,ES42,Castilla-La Mancha,Unknown,70132
2021-03-03,ES-CT,ES51,Cataluña,Unknown,189899
2021-03-03,ES-VC,ES52,Comunidad Valenciana,Unknown,105717
2021-03-03,ES-EX,ES43,Extremadura,Unknown,40517
2021-03-03,ES-GA,ES11,Galicia,Unknown,59133
2021-03-03,ES-RI,ES23,La Rioja,Unknown,9295
2021-03-03,ES-MD,ES30,Madrid,Unknown,176399
2021-03-03,ES-MC,ES62,Murcia,Unknown,51011
2021-03-03,ES-NC,ES22,Navarra,Unknown,22386
2021-03-03,ES-PV,ES21,País Vasco,Unknown,48576
2021-03-03,ES-CE,ES63,Ceuta,Unknown,1290
2021-03-03,ES-ML,ES64,Melilla,Unknown,1276
2021-03-04,ES-AN,ES61,Andalucía,Unknown,238150
2021-03-04,ES-AR,ES24,Aragón,Unknown,47837
2021-03-04,ES-AS,ES12,Asturias,Unknown,42300
2021-03-04,ES-IB,ES53,Islas Baleares,Unknown,23287
2021-03-04,ES-CN,ES70,Canarias,Unknown,54121
2021-03-04,ES-CB,ES13,Cantabria,Unknown,20620
2021-03-04,ES-CL,ES41,Castilla y León,Unknown,94983
2021-03-04,ES-CM,ES42,Castilla-La Mancha,Unknown,71181
2021-03-04,ES-CT,ES51,Cataluña,Unknown,189899
2021-03-04,ES-VC,ES52,Comunidad Valenciana,Unknown,109409
2021-03-04,ES-EX,ES43,Extremadura,Unknown,41663
2021-03-04,ES-GA,ES11,Galicia,Unknown,62083
2021-03-04,ES-RI,ES23,La Rioja,Unknown,9743
2021-03-04,ES-MD,ES30,Madrid,Unknown,176865
2021-03-04,ES-MC,ES62,Murcia,Unknown,51118
2021-03-04,ES-NC,ES22,Navarra,Unknown,22894
2021-03-04,ES-PV,ES21,País Vasco,Unknown,50194
2021-03-04,ES-CE,ES63,Ceuta,Unknown,1290
2021-03-04,ES-ML,ES64,Melilla,Unknown,1276
2021-03-05,ES-AN,ES61,Andalucía,Unknown,244049
2021-03-05,ES-AR,ES24,Aragón,Unknown,49532
2021-03-05,ES-AS,ES12,Asturias,Unknown,43690
2021-03-05,ES-IB,ES53,Islas Baleares,Unknown,23934
2021-03-05,ES-CN,ES70,Canarias,Unknown,54601
2021-03-05,ES-CB,ES13,Cantabria,Unknown,20759
2021-03-05,ES-CL,ES41,Castilla y León,Unknown,97774
2021-03-05,ES-CM,ES42,Castilla-La Mancha,Unknown,71960
2021-03-05,ES-CT,ES51,Cataluña,Unknown,192984
2021-03-05,ES-VC,ES52,Comunidad Valenciana,Unknown,113075
2021-03-05,ES-EX,ES43,Extremadura,Unknown,43176
2021-03-05,ES-GA,ES11,Galicia,Unknown,68562
2021-03-05,ES-RI,ES23,La Rioja,Unknown,10329
2021-03-05,ES-MD,ES30,Madrid,Unknown,177916
2021-03-05,ES-MC,ES62,Murcia,Unknown,51169
2021-03-05,ES-NC,ES22,Navarra,Unknown,23670
2021-03-05,ES-PV,ES21,País Vasco,Unknown,52452
2021-03-05,ES-CE,ES63,Ceuta,Unknown,1577
2021-03-05,ES-ML,ES64,Melilla,Unknown,1276
2021-03-08,ES-AN,ES61,Andalucía,Unknown,255704
2021-03-08,ES-AR,ES24,Aragón,Unknown,50190
2021-03-08,ES-AS,ES12,Asturias,Unknown,44596
2021-03-08,ES-IB,ES53,Islas Baleares,Unknown,24425
2021-03-08,ES-CN,ES70,Canarias,Unknown,54926
2021-03-08,ES-CB,ES13,Cantabria,Unknown,21002
2021-03-08,ES-CL,ES41,Castilla y León,Unknown,99651
2021-03-08,ES-CM,ES42,Castilla-La Mancha,Unknown,72611
2021-03-08,ES-CT,ES51,Cataluña,Unknown,202956
2021-03-08,ES-VC,ES52,Comunidad Valenciana,Unknown,113077
2021-03-08,ES-EX,ES43,Extremadura,Unknown,45432
2021-03-08,ES-GA,ES11,Galicia,Unknown,75257
2021-03-08,ES-RI,ES23,La Rioja,Unknown,10988
2021-03-08,ES-MD,ES30,Madrid,Unknown,179265
2021-03-08,ES-MC,ES62,Murcia,Unknown,51349
2021-03-08,ES-NC,ES22,Navarra,Unknown,24241
2021-03-08,ES-PV,ES21,País Vasco,Unknown,54348
2021-03-08,ES-CE,ES63,Ceuta,Unknown,1818
2021-03-08,ES-ML,ES64,Melilla,Unknown,1652
2021-03-09,ES-AN,ES61,Andalucía,Unknown,263111
2021-03-09,ES-AR,ES24,Aragón,Unknown,50418
2021-03-09,ES-AS,ES12,Asturias,Unknown,44999
2021-03-09,ES-IB,ES53,Islas Baleares,Unknown,24685
2021-03-09,ES-CN,ES70,Canarias,Unknown,55962
2021-03-09,ES-CB,ES13,Cantabria,Unknown,21219
2021-03-09,ES-CL,ES41,Castilla y León,Unknown,102339
2021-03-09,ES-CM,ES42,Castilla-La Mancha,Unknown,73053
2021-03-09,ES-CT,ES51,Cataluña,Unknown,207196
2021-03-09,ES-VC,ES52,Comunidad Valenciana,Unknown,120409
2021-03-09,ES-EX,ES43,Extremadura,Unknown,46053
2021-03-09,ES-GA,ES11,Galicia,Unknown,76289
2021-03-09,ES-RI,ES23,La Rioja,Unknown,11320
2021-03-09,ES-MD,ES30,Madrid,Unknown,180557
2021-03-09,ES-MC,ES62,Murcia,Unknown,51447
2021-03-09,ES-NC,ES22,Navarra,Unknown,24646
2021-03-09,ES-PV,ES21,País Vasco,Unknown,54456
2021-03-09,ES-CE,ES63,Ceuta,Unknown,2360
2021-03-09,ES-ML,ES64,Melilla,Unknown,1717
2021-03-10,ES-AN,ES61,Andalucía,Unknown,275060
2021-03-10,ES-AR,ES24,Aragón,Unknown,51485
2021-03-10,ES-AS,ES12,Asturias,Unknown,45877
2021-03-10,ES-IB,ES53,Islas Baleares,Unknown,24786
2021-03-10,ES-CN,ES70,Canarias,Unknown,57004
2021-03-10,ES-CB,ES13,Cantabria,Unknown,21681
2021-03-10,ES-CL,ES41,Castilla y León,Unknown,105946
2021-03-10,ES-CM,ES42,Castilla-La Mancha,Unknown,73939
2021-03-10,ES-CT,ES51,Cataluña,Unknown,212427
2021-03-10,ES-VC,ES52,Comunidad Valenciana,Unknown,124344
2021-03-10,ES-EX,ES43,Extremadura,Unknown,47250
2021-03-10,ES-GA,ES11,Galicia,Unknown,77121
2021-03-10,ES-RI,ES23,La Rioja,Unknown,11595
2021-03-10,ES-MD,ES30,Madrid,Unknown,183217
2021-03-10,ES-MC,ES62,Murcia,Unknown,51633
2021-03-10,ES-NC,ES22,Navarra,Unknown,24805
2021-03-10,ES-PV,ES21,País Vasco,Unknown,55272
2021-03-10,ES-CE,ES63,Ceuta,Unknown,2443
2021-03-10,ES-ML,ES64,Melilla,Unknown,1953
2021-03-11,ES-AN,ES61,Andalucía,Unknown,292741
2021-03-11,ES-AR,ES24,Aragón,Unknown,53228
2021-03-11,ES-AS,ES12,Asturias,Unknown,48210
2021-03-11,ES-IB,ES53,Islas Baleares,Unknown,26495
2021-03-11,ES-CN,ES70,Canarias,Unknown,58482
2021-03-11,ES-CB,ES13,Cantabria,Unknown,22624
2021-03-11,ES-CL,ES41,Castilla y León,Unknown,110038
2021-03-11,ES-CM,ES42,Castilla-La Mancha,Unknown,76016
2021-03-11,ES-CT,ES51,Cataluña,Unknown,218613
2021-03-11,ES-VC,ES52,Comunidad Valenciana,Unknown,130387
2021-03-11,ES-EX,ES43,Extremadura,Unknown,48662
2021-03-11,ES-GA,ES11,Galicia,Unknown,79330
2021-03-11,ES-RI,ES23,La Rioja,Unknown,12357
2021-03-11,ES-MD,ES30,Madrid,Unknown,186482
2021-03-11,ES-MC,ES62,Murcia,Unknown,52332
2021-03-11,ES-NC,ES22,Navarra,Unknown,24831
2021-03-11,ES-PV,ES21,País Vasco,Unknown,57875
2021-03-11,ES-CE,ES63,Ceuta,Unknown,2533
2021-03-11,ES-ML,ES64,Melilla,Unknown,2022
2021-03-12,ES-AN,ES61,Andalucía,Unknown,322619
2021-03-12,ES-AR,ES24,Aragón,Unknown,55708
2021-03-12,ES-AS,ES12,Asturias,Unknown,51231
2021-03-12,ES-IB,ES53,Islas Baleares,Unknown,28759
2021-03-12,ES-CN,ES70,Canarias,Unknown,60515
2021-03-12,ES-CB,ES13,Cantabria,Unknown,23571
2021-03-12,ES-CL,ES41,Castilla y León,Unknown,114957
2021-03-12,ES-CM,ES42,Castilla-La Mancha,Unknown,78222
2021-03-12,ES-CT,ES51,Cataluña,Unknown,227178
2021-03-12,ES-VC,ES52,Comunidad Valenciana,Unknown,143105
2021-03-12,ES-EX,ES43,Extremadura,Unknown,50636
2021-03-12,ES-GA,ES11,Galicia,Unknown,81598
2021-03-12,ES-RI,ES23,La Rioja,Unknown,12638
2021-03-12,ES-MD,ES30,Madrid,Unknown,190518
2021-03-12,ES-MC,ES62,Murcia,Unknown,54658
2021-03-12,ES-NC,ES22,Navarra,Unknown,24831
2021-03-12,ES-PV,ES21,País Vasco,Unknown,57875
2021-03-12,ES-CE,ES63,Ceuta,Unknown,2533
2021-03-12,ES-ML,ES64,Melilla,Unknown,2092
2021-03-15,ES-AN,ES61,Andalucía,Unknown,356888
2021-03-15,ES-AR,ES24,Aragón,Unknown,58473
2021-03-15,ES-AS,ES12,Asturias,Unknown,56507
2021-03-15,ES-IB,ES53,Islas Baleares,Unknown,31152
2021-03-15,ES-CN,ES70,Canarias,Unknown,63662
2021-03-15,ES-CB,ES13,Cantabria,Unknown,25052
2021-03-15,ES-CL,ES41,Castilla y León,Unknown,121726
2021-03-15,ES-CM,ES42,Castilla-La Mancha,Unknown,79440
2021-03-15,ES-CT,ES51,Cataluña,Unknown,242309
2021-03-15,ES-VC,ES52,Comunidad Valenciana,Unknown,153418
2021-03-15,ES-EX,ES43,Extremadura,Unknown,52819
2021-03-15,ES-GA,ES11,Galicia,Unknown,89140
2021-03-15,ES-RI,ES23,La Rioja,Unknown,13182
2021-03-15,ES-MD,ES30,Madrid,Unknown,195455
2021-03-15,ES-MC,ES62,Murcia,Unknown,57603
2021-03-15,ES-NC,ES22,Navarra,Unknown,27530
2021-03-15,ES-PV,ES21,País Vasco,Unknown,64502
2021-03-15,ES-CE,ES63,Ceuta,Unknown,2533
2021-03-15,ES-ML,ES64,Melilla,Unknown,2283
2021-03-16,ES-AN,ES61,Andalucía,Unknown,363191
2021-03-16,ES-AR,ES24,Aragón,Unknown,58794
2021-03-16,ES-AS,ES12,Asturias,Unknown,58343
2021-03-16,ES-IB,ES53,Islas Baleares,Unknown,31322
2021-03-16,ES-CN,ES70,Canarias,Unknown,65658
2021-03-16,ES-CB,ES13,Cantabria,Unknown,25897
2021-03-16,ES-CL,ES41,Castilla y León,Unknown,124889
2021-03-16,ES-CM,ES42,Castilla-La Mancha,Unknown,80114
2021-03-16,ES-CT,ES51,Cataluña,Unknown,246018
2021-03-16,ES-VC,ES52,Comunidad Valenciana,Unknown,154732
2021-03-16,ES-EX,ES43,Extremadura,Unknown,53832
2021-03-16,ES-GA,ES11,Galicia,Unknown,95809
2021-03-16,ES-RI,ES23,La Rioja,Unknown,14058
2021-03-16,ES-MD,ES30,Madrid,Unknown,199142
2021-03-16,ES-MC,ES62,Murcia,Unknown,57981
2021-03-16,ES-NC,ES22,Navarra,Unknown,28229
2021-03-16,ES-PV,ES21,País Vasco,Unknown,65625
2021-03-16,ES-CE,ES63,Ceuta,Unknown,2533
2021-03-16,ES-ML,ES64,Melilla,Unknown,2370
2021-03-17,ES-AN,ES61,Andalucía,Unknown,383206
2021-03-17,ES-AR,ES24,Aragón,Unknown,62676
2021-03-17,ES-AS,ES12,Asturias,Unknown,63411
2021-03-17,ES-IB,ES53,Islas Baleares,Unknown,31581
2021-03-17,ES-CN,ES70,Canarias,Unknown,69334
2021-03-17,ES-CB,ES13,Cantabria,Unknown,28065
2021-03-17,ES-CL,ES41,Castilla y León,Unknown,129760
2021-03-17,ES-CM,ES42,Castilla-La Mancha,Unknown,82563
2021-03-17,ES-CT,ES51,Cataluña,Unknown,260858
2021-03-17,ES-VC,ES52,Comunidad Valenciana,Unknown,154732
2021-03-17,ES-EX,ES43,Extremadura,Unknown,57469
2021-03-17,ES-GA,ES11,Galicia,Unknown,102070
2021-03-17,ES-RI,ES23,La Rioja,Unknown,14619
2021-03-17,ES-MD,ES30,Madrid,Unknown,203552
2021-03-17,ES-MC,ES62,Murcia,Unknown,58598
2021-03-17,ES-NC,ES22,Navarra,Unknown,28816
2021-03-17,ES-PV,ES21,País Vasco,Unknown,68401
2021-03-17,ES-CE,ES63,Ceuta,Unknown,2533
2021-03-17,ES-ML,ES64,Melilla,Unknown,2371
2021-03-18,ES-AN,ES61,Andalucía,Unknown,406759
2021-03-18,ES-AR,ES24,Aragón,Unknown,66924
2021-03-18,ES-AS,ES12,Asturias,Unknown,68103
2021-03-18,ES-IB,ES53,Islas Baleares,Unknown,32845
2021-03-18,ES-CN,ES70,Canarias,Unknown,73061
2021-03-18,ES-CB,ES13,Cantabria,Unknown,31378
