*Este fichero CSV incluye la información agregada por día de los casos de COVID-19 diagnosticados, hospitalizados, ingresados en UCIs y fallecidos notificados a la Red Nacional de Vigilancia Epidemiológica desde el 1 de enero de 2020 y desagregados por Comunidad Autónoma de declaración.
*No se dispone de fecha de diagnóstico para 11.528 casos, de fecha de hospitalización de 12.039 hospitalizados, de fecha de ingreso en UCI de 1.930 casos ingresados en UCI y de fecha de fallecimiento de 453 fallecidos. 
*Estos datos incluyen casos diagnosticados retrospectivamente al inicio de la epidemia.
*Los análisis realizados con los datos incluidos en este CSV pueden dar resultados marginalmente diferentes a los análisis realizados por los servicios de vigilancia de la Red Nacional de Vigilancia Epidemiológica que pueden incluir los casos con fechas faltantes imputándoles fechas estimadas alternativas y pueden utilizar para algunos análisis agregaciones temporales utilizando otras fechas asociadas a los casos (p.e.: fecha de inicio de síntomas). 
*Estos datos se actualizarán diariamente con la información recibida de las Comunidades Autónomas.

CCAA_ISO;Fecha;Casos_Diagnosticados;Hospitalizados;UCI;Fallecidos
ES-CL;24-09-2020;1082;58;7;9
ES-CM;24-09-2020;790;33;2;10
ES-CN;24-09-2020;258;14;2;6
ES-CT;24-09-2020;882;32;1;13
ES-EX;24-09-2020;316;24;3;4
ES-GA;24-09-2020;253;15;1;2
ES-IB;24-09-2020;130;8;1;3
ES-MC;24-09-2020;673;33;5;3
ES-MD;24-09-2020;4669;136;8;48
ES-ML;24-09-2020;24;1;0;0
ES-NC;24-09-2020;336;15;2;1
ES-PV;24-09-2020;406;24;2;7
ES-RI;24-09-2020;136;7;0;1
ES-VC;24-09-2020;514;31;5;2
ES-AN;25-09-2020;1453;97;7;16
ES-AR;25-09-2020;422;37;3;6
ES-AS;25-09-2020;129;10;0;0
ES-CB;25-09-2020;52;5;0;1
ES-CE;25-09-2020;19;0;0;0
ES-CL;25-09-2020;1007;80;5;14
ES-CM;25-09-2020;776;21;2;4
ES-CN;25-09-2020;152;22;5;5
ES-CT;25-09-2020;1291;34;1;8
ES-EX;25-09-2020;206;15;1;6
ES-GA;25-09-2020;219;21;5;2
ES-IB;25-09-2020;169;9;1;4
ES-MC;25-09-2020;438;47;4;2
ES-MD;25-09-2020;5746;109;3;37
ES-ML;25-09-2020;29;2;0;1
ES-NC;25-09-2020;368;22;3;2
ES-PV;25-09-2020;405;23;3;12
ES-RI;25-09-2020;109;3;3;1
ES-VC;25-09-2020;524;31;5;6
ES-AN;26-09-2020;1342;76;4;10
ES-AR;26-09-2020;286;31;2;15
ES-AS;26-09-2020;111;7;1;1
ES-CB;26-09-2020;55;2;0;1
ES-CE;26-09-2020;18;1;0;0
ES-CL;26-09-2020;658;66;4;7
ES-CM;26-09-2020;698;23;1;6
ES-CN;26-09-2020;181;16;3;1
ES-CT;26-09-2020;595;30;1;5
ES-EX;26-09-2020;155;16;1;4
ES-GA;26-09-2020;210;14;1;2
ES-IB;26-09-2020;98;9;0;1
ES-MC;26-09-2020;478;28;6;2
ES-MD;26-09-2020;1467;59;2;43
ES-ML;26-09-2020;19;1;0;0
ES-NC;26-09-2020;363;14;1;2
ES-PV;26-09-2020;499;15;1;5
ES-RI;26-09-2020;69;8;1;1
ES-VC;26-09-2020;383;34;1;3
ES-AN;27-09-2020;715;52;8;21
ES-AR;27-09-2020;389;26;3;5
ES-AS;27-09-2020;63;6;1;0
ES-CB;27-09-2020;25;1;0;0
ES-CE;27-09-2020;6;1;0;0
ES-CL;27-09-2020;332;64;4;13
ES-CM;27-09-2020;352;27;4;8
ES-CN;27-09-2020;154;8;2;2
ES-CT;27-09-2020;379;29;2;13
ES-EX;27-09-2020;102;10;1;2
ES-GA;27-09-2020;166;17;2;5
ES-IB;27-09-2020;60;4;0;1
ES-MC;27-09-2020;371;19;5;2
ES-MD;27-09-2020;960;83;5;32
ES-ML;27-09-2020;38;1;0;0
ES-NC;27-09-2020;264;8;2;4
ES-PV;27-09-2020;364;16;1;5
ES-RI;27-09-2020;87;2;0;2
ES-VC;27-09-2020;216;28;2;2
ES-AN;28-09-2020;795;87;4;24
ES-AR;28-09-2020;222;29;1;4
ES-AS;28-09-2020;67;11;2;0
ES-CB;28-09-2020;73;2;0;1
ES-CE;28-09-2020;21;1;0;0
ES-CL;28-09-2020;423;65;11;13
ES-CM;28-09-2020;570;31;2;21
ES-CN;28-09-2020;88;7;3;0
ES-CT;28-09-2020;1192;47;6;11
ES-EX;28-09-2020;135;13;0;4
ES-GA;28-09-2020;140;15;2;2
ES-IB;28-09-2020;63;5;0;2
ES-MC;28-09-2020;249;28;5;1
ES-MD;28-09-2020;1971;116;5;44
ES-ML;28-09-2020;16;2;0;0
ES-NC;28-09-2020;322;14;0;2
ES-PV;28-09-2020;305;23;8;7
ES-RI;28-09-2020;85;4;0;2
ES-VC;28-09-2020;284;40;5;5
ES-AN;29-09-2020;1245;90;12;17
ES-AR;29-09-2020;321;19;2;10
ES-AS;29-09-2020;69;11;1;2
ES-CB;29-09-2020;33;4;0;0
ES-CE;29-09-2020;12;0;0;0
ES-CL;29-09-2020;777;89;6;10
ES-CM;29-09-2020;479;35;2;7
ES-CN;29-09-2020;161;18;1;0
ES-CT;29-09-2020;1477;39;2;15
ES-EX;29-09-2020;181;11;0;4
ES-GA;29-09-2020;166;16;4;6
ES-IB;29-09-2020;150;10;1;1
ES-MC;29-09-2020;382;31;5;4
ES-MD;29-09-2020;4588;128;9;45
ES-ML;29-09-2020;46;0;0;0
ES-NC;29-09-2020;272;19;0;3
ES-PV;29-09-2020;451;16;2;11
ES-RI;29-09-2020;66;10;0;2
ES-VC;29-09-2020;410;35;5;5
ES-AN;30-09-2020;1465;85;5;15
ES-AR;30-09-2020;283;31;1;3
ES-AS;30-09-2020;107;6;0;3
ES-CB;30-09-2020;44;3;0;0
ES-CE;30-09-2020;24;0;0;0
ES-CL;30-09-2020;944;78;6;15
ES-CM;30-09-2020;717;34;1;6
ES-CN;30-09-2020;179;16;4;0
ES-CT;30-09-2020;1499;50;5;15
ES-EX;30-09-2020;168;13;0;8
ES-GA;30-09-2020;186;23;2;5
ES-IB;30-09-2020;112;8;0;5
ES-MC;30-09-2020;398;36;6;3
ES-MD;30-09-2020;3768;112;5;50
ES-ML;30-09-2020;31;2;0;0
ES-NC;30-09-2020;229;14;2;4
ES-PV;30-09-2020;423;16;2;8
ES-RI;30-09-2020;113;12;1;4
ES-VC;30-09-2020;485;28;6;6
ES-AN;01-10-2020;1662;88;11;25
ES-AR;01-10-2020;373;28;2;13
ES-AS;01-10-2020;76;15;2;1
ES-CB;01-10-2020;38;0;1;1
ES-CE;01-10-2020;15;1;0;0
ES-CL;01-10-2020;874;76;5;18
ES-CM;01-10-2020;616;38;3;8
ES-CN;01-10-2020;198;15;1;2
ES-CT;01-10-2020;1559;59;3;9
ES-EX;01-10-2020;171;6;0;4
ES-GA;01-10-2020;209;23;1;1
ES-IB;01-10-2020;101;8;2;3
ES-MC;01-10-2020;421;36;2;0
ES-MD;01-10-2020;3273;98;3;30
ES-ML;01-10-2020;30;2;0;0
ES-NC;01-10-2020;345;13;1;5
ES-PV;01-10-2020;430;23;3;3
ES-RI;01-10-2020;82;7;1;0
ES-VC;01-10-2020;488;38;1;2
ES-AN;02-10-2020;1773;105;4;21
ES-AR;02-10-2020;432;29;3;2
ES-AS;02-10-2020;142;16;0;0
ES-CB;02-10-2020;64;3;0;1
ES-CE;02-10-2020;19;2;1;0
ES-CL;02-10-2020;899;66;9;15
ES-CM;02-10-2020;694;30;3;12
ES-CN;02-10-2020;118;9;2;1
ES-CT;02-10-2020;1821;57;7;7
ES-EX;02-10-2020;186;12;0;8
ES-GA;02-10-2020;223;23;2;5
ES-IB;02-10-2020;117;9;0;2
ES-MC;02-10-2020;439;36;2;3
ES-MD;02-10-2020;4038;100;8;42
ES-ML;02-10-2020;31;3;0;0
ES-NC;02-10-2020;249;31;0;4
ES-PV;02-10-2020;449;25;1;7
ES-RI;02-10-2020;60;10;1;2
ES-VC;02-10-2020;518;37;1;3
ES-AN;03-10-2020;1261;85;6;13
ES-AR;03-10-2020;317;26;2;3
ES-AS;03-10-2020;95;9;1;0
ES-CB;03-10-2020;32;3;0;0
ES-CE;03-10-2020;14;0;0;1
ES-CL;03-10-2020;502;69;4;19
ES-CM;03-10-2020;527;25;4;8
ES-CN;03-10-2020;162;14;4;0
ES-CT;03-10-2020;803;39;3;11
ES-EX;03-10-2020;146;11;1;4
ES-GA;03-10-2020;232;7;1;0
ES-IB;03-10-2020;119;2;1;4
ES-MC;03-10-2020;438;29;8;1
ES-MD;03-10-2020;1082;73;2;30
ES-ML;03-10-2020;17;1;0;0
ES-NC;03-10-2020;285;16;1;1
ES-PV;03-10-2020;334;13;0;5
ES-RI;03-10-2020;100;4;1;0
ES-VC;03-10-2020;378;30;3;1
ES-AN;04-10-2020;981;78;8;15
ES-AR;04-10-2020;312;19;0;4
ES-AS;04-10-2020;92;13;2;0
ES-CB;04-10-2020;61;1;1;1
ES-CE;04-10-2020;6;1;0;0
ES-CL;04-10-2020;410;69;5;8
ES-CM;04-10-2020;303;14;1;3
ES-CN;04-10-2020;104;16;2;0
ES-CT;04-10-2020;594;33;1;12
ES-EX;04-10-2020;110;6;0;1
ES-GA;04-10-2020;262;22;3;5
ES-IB;04-10-2020;65;2;0;0
ES-MC;04-10-2020;365;25;3;2
ES-MD;04-10-2020;528;56;1;21
ES-ML;04-10-2020;22;1;0;0
ES-NC;04-10-2020;308;22;2;2
ES-PV;04-10-2020;286;13;2;4
ES-RI;04-10-2020;52;5;0;2
ES-VC;04-10-2020;226;26;2;6
ES-AN;05-10-2020;1275;118;4;10
ES-AR;05-10-2020;298;23;0;8
ES-AS;05-10-2020;84;19;2;0
ES-CB;05-10-2020;37;2;0;0
ES-CE;05-10-2020;15;1;0;0
ES-CL;05-10-2020;579;57;5;15
ES-CM;05-10-2020;573;40;3;10
ES-CN;05-10-2020;79;8;3;2
ES-CT;05-10-2020;1626;48;8;10
ES-EX;05-10-2020;156;9;0;9
ES-GA;05-10-2020;162;19;4;8
ES-IB;05-10-2020;83;12;0;1
ES-MC;05-10-2020;358;23;2;1
ES-MD;05-10-2020;2243;85;3;42
ES-ML;05-10-2020;28;1;0;0
ES-NC;05-10-2020;279;18;4;5
ES-PV;05-10-2020;352;23;1;6
ES-RI;05-10-2020;73;7;0;0
ES-VC;05-10-2020;482;44;2;3
ES-AN;06-10-2020;1970;99;7;15
ES-AR;06-10-2020;417;38;0;12
ES-AS;06-10-2020;117;16;0;1
ES-CB;06-10-2020;43;2;1;0
ES-CE;06-10-2020;21;2;0;0
ES-CL;06-10-2020;816;89;5;18
ES-CM;06-10-2020;597;32;6;7
ES-CN;06-10-2020;122;15;4;1
ES-CT;06-10-2020;2155;56;3;13
ES-EX;06-10-2020;218;8;2;4
ES-GA;06-10-2020;217;27;4;3
ES-IB;06-10-2020;107;8;0;0
ES-MC;06-10-2020;509;39;7;1
ES-MD;06-10-2020;3351;90;6;39
ES-ML;06-10-2020;34;0;0;1
ES-NC;06-10-2020;268;31;1;3
ES-PV;06-10-2020;450;18;2;6
ES-RI;06-10-2020;115;7;3;0
ES-VC;06-10-2020;615;46;5;5
ES-AN;07-10-2020;2065;111;6;16
ES-AR;07-10-2020;439;34;0;6
ES-AS;07-10-2020;119;17;2;1
ES-CB;07-10-2020;37;1;0;0
ES-CE;07-10-2020;37;0;0;0
ES-CL;07-10-2020;1061;95;6;24
ES-CM;07-10-2020;632;31;2;16
ES-CN;07-10-2020;123;11;1;2
ES-CT;07-10-2020;2080;54;5;7
ES-EX;07-10-2020;199;11;1;3
ES-GA;07-10-2020;288;21;2;4
ES-IB;07-10-2020;113;6;2;1
ES-MC;07-10-2020;476;26;3;5
ES-MD;07-10-2020;2992;98;2;35
ES-ML;07-10-2020;40;3;0;0
ES-NC;07-10-2020;417;25;2;5
ES-PV;07-10-2020;475;17;0;2
ES-RI;07-10-2020;118;7;1;0
ES-VC;07-10-2020;585;42;4;4
ES-AN;08-10-2020;2448;117;7;13
ES-AR;08-10-2020;506;43;6;9
ES-AS;08-10-2020;121;19;0;3
ES-CB;08-10-2020;30;2;0;0
ES-CE;08-10-2020;34;0;0;0
ES-CL;08-10-2020;1207;108;6;15
ES-CM;08-10-2020;768;21;2;6
ES-CN;08-10-2020;178;18;4;0
ES-CT;08-10-2020;2501;65;6;11
ES-EX;08-10-2020;212;14;3;5
ES-GA;08-10-2020;461;27;4;3
ES-IB;08-10-2020;132;6;1;0
ES-MC;08-10-2020;441;26;3;5
ES-MD;08-10-2020;2970;94;7;38
ES-ML;08-10-2020;57;1;0;0
ES-NC;08-10-2020;476;29;3;6
ES-PV;08-10-2020;493;19;2;9
ES-RI;08-10-2020;88;8;3;1
ES-VC;08-10-2020;685;51;3;4
ES-AN;09-10-2020;2652;126;6;20
ES-AR;09-10-2020;587;40;0;3
ES-AS;09-10-2020;231;24;0;2
ES-CB;09-10-2020;65;2;0;2
ES-CE;09-10-2020;28;1;0;1
ES-CL;09-10-2020;1063;91;2;19
ES-CM;09-10-2020;884;36;0;8
ES-CN;09-10-2020;140;13;2;2
ES-CT;09-10-2020;2855;73;4;15
ES-EX;09-10-2020;249;16;2;1
ES-GA;09-10-2020;388;24;2;4
ES-IB;09-10-2020;116;8;1;2
ES-MC;09-10-2020;434;37;5;2
ES-MD;09-10-2020;3229;109;4;40
ES-ML;09-10-2020;48;4;0;2
ES-NC;09-10-2020;477;27;3;4
ES-PV;09-10-2020;624;21;1;11
ES-RI;09-10-2020;130;13;0;2
ES-VC;09-10-2020;498;36;3;7
ES-AN;10-10-2020;1888;111;8;21
ES-AR;10-10-2020;395;25;1;5
ES-AS;10-10-2020;239;20;0;0
ES-CB;10-10-2020;70;3;0;0
ES-CE;10-10-2020;27;1;0;0
ES-CL;10-10-2020;913;69;4;17
ES-CM;10-10-2020;531;29;1;10
ES-CN;10-10-2020;135;10;2;2
ES-CT;10-10-2020;1152;51;1;16
ES-EX;10-10-2020;188;15;0;4
ES-GA;10-10-2020;330;28;2;2
ES-IB;10-10-2020;107;11;0;2
ES-MC;10-10-2020;362;33;5;4
ES-MD;10-10-2020;797;81;3;31
ES-ML;10-10-2020;57;6;0;0
ES-NC;10-10-2020;434;25;1;2
ES-PV;10-10-2020;597;11;2;7
ES-RI;10-10-2020;78;8;1;1
ES-VC;10-10-2020;381;45;3;7
ES-AN;11-10-2020;1117;120;4;18
ES-AR;11-10-2020;391;23;5;3
ES-AS;11-10-2020;161;24;2;0
ES-CB;11-10-2020;35;2;0;0
ES-CE;11-10-2020;15;2;1;0
ES-CL;11-10-2020;502;79;6;10
ES-CM;11-10-2020;322;28;5;8
ES-CN;11-10-2020;135;10;2;2
ES-CT;11-10-2020;1076;61;1;15
ES-EX;11-10-2020;167;13;1;3
ES-GA;11-10-2020;296;24;3;3
ES-IB;11-10-2020;107;12;3;2
ES-MC;11-10-2020;380;28;2;6
ES-MD;11-10-2020;626;73;6;25
ES-ML;11-10-2020;43;4;1;0
ES-NC;11-10-2020;559;29;2;2
ES-PV;11-10-2020;374;10;1;5
ES-RI;11-10-2020;82;6;2;1
ES-VC;11-10-2020;333;35;2;7
ES-AN;12-10-2020;1022;98;9;22
ES-AR;12-10-2020;349;39;1;7
ES-AS;12-10-2020;140;12;2;1
ES-CB;12-10-2020;45;0;0;0
ES-CE;12-10-2020;18;1;1;0
ES-CL;12-10-2020;541;84;6;17
ES-CM;12-10-2020;283;32;6;7
ES-CN;12-10-2020;52;13;2;0
ES-CT;12-10-2020;1040;64;2;15
ES-EX;12-10-2020;152;11;1;3
ES-GA;12-10-2020;256;22;1;6
ES-IB;12-10-2020;76;4;1;1
ES-MC;12-10-2020;325;40;2;3
ES-MD;12-10-2020;619;74;4;26
ES-ML;12-10-2020;24;1;0;1
ES-NC;12-10-2020;379;14;1;4
ES-PV;12-10-2020;544;9;1;5
ES-RI;12-10-2020;85;14;2;1
ES-VC;12-10-2020;280;50;4;5
ES-AN;13-10-2020;1850;120;7;15
ES-AR;13-10-2020;304;68;2;6
ES-AS;13-10-2020;185;24;2;4
ES-CB;13-10-2020;71;2;0;1
ES-CE;13-10-2020;28;0;0;1
ES-CL;13-10-2020;822;95;6;19
ES-CM;13-10-2020;619;31;0;12
ES-CN;13-10-2020;68;12;3;2
ES-CT;13-10-2020;2955;86;5;10
ES-EX;13-10-2020;192;17;0;4
ES-GA;13-10-2020;241;30;6;8
ES-IB;13-10-2020;110;10;1;3
ES-MC;13-10-2020;384;44;6;3
ES-MD;13-10-2020;2768;115;3;33
ES-ML;13-10-2020;26;3;0;0
ES-NC;13-10-2020;409;22;3;2
ES-PV;13-10-2020;458;18;2;8
ES-RI;13-10-2020;176;12;2;4
ES-VC;13-10-2020;582;59;9;2
ES-AN;14-10-2020;2952;161;8;21
ES-AR;14-10-2020;584;55;4;7
ES-AS;14-10-2020;189;25;1;2
ES-CB;14-10-2020;58;4;1;0
ES-CE;14-10-2020;20;1;0;0
ES-CL;14-10-2020;1094;111;8;15
ES-CM;14-10-2020;759;33;3;8
ES-CN;14-10-2020;109;7;2;0
ES-CT;14-10-2020;3628;81;7;9
ES-EX;14-10-2020;315;15;3;4
ES-GA;14-10-2020;254;38;3;5
ES-IB;14-10-2020;179;5;0;3
ES-MC;14-10-2020;703;37;8;2
ES-MD;14-10-2020;3026;121;5;35
ES-ML;14-10-2020;41;2;0;0
ES-NC;14-10-2020;489;20;5;8
ES-PV;14-10-2020;695;23;1;6
ES-RI;14-10-2020;138;11;2;0
ES-VC;14-10-2020;1020;67;3;8
ES-AN;15-10-2020;3498;140;14;16
ES-AR;15-10-2020;631;53;2;8
ES-AS;15-10-2020;200;33;3;1
ES-CB;15-10-2020;85;7;0;2
ES-CE;15-10-2020;23;0;0;0
ES-CL;15-10-2020;1423;111;6;20
ES-CM;15-10-2020;794;23;1;10
ES-CN;15-10-2020;155;11;1;1
ES-CT;15-10-2020;3888;80;7;18
ES-EX;15-10-2020;298;17;1;5
ES-GA;15-10-2020;369;36;4;5
ES-IB;15-10-2020;89;7;1;0
ES-MC;15-10-2020;597;55;7;2
ES-MD;15-10-2020;2748;96;3;30
ES-ML;15-10-2020;100;8;1;1
ES-NC;15-10-2020;559;25;2;5
ES-PV;15-10-2020;857;22;4;5
ES-RI;15-10-2020;155;16;1;1
ES-VC;15-10-2020;908;56;2;7
ES-AN;16-10-2020;3266;157;9;21
ES-AR;16-10-2020;693;49;1;7
ES-AS;16-10-2020;208;33;1;3
ES-CB;16-10-2020;100;5;0;1
ES-CE;16-10-2020;39;0;0;1
ES-CL;16-10-2020;1394;125;6;6
ES-CM;16-10-2020;967;32;2;5
ES-CN;16-10-2020;130;14;6;6
ES-CT;16-10-2020;4148;111;10;24
ES-EX;16-10-2020;289;15;0;4
ES-GA;16-10-2020;385;40;1;7
ES-IB;16-10-2020;162;9;0;0
ES-MC;16-10-2020;568;52;5;5
ES-MD;16-10-2020;3043;105;6;27
ES-ML;16-10-2020;85;3;1;0
ES-NC;16-10-2020;562;17;2;7
ES-PV;16-10-2020;885;34;2;10
ES-RI;16-10-2020;196;7;2;0
ES-VC;16-10-2020;1032;56;11;7
ES-AN;17-10-2020;2536;139;9;22
ES-AR;17-10-2020;584;47;5;6
ES-AS;17-10-2020;279;31;3;2
ES-CB;17-10-2020;155;5;0;3
ES-CE;17-10-2020;33;0;0;1
ES-CL;17-10-2020;1216;89;8;23
ES-CM;17-10-2020;394;21;3;6
ES-CN;17-10-2020;132;7;4;1
ES-CT;17-10-2020;1923;74;11;18
ES-EX;17-10-2020;314;18;2;1
ES-GA;17-10-2020;499;35;5;4
ES-IB;17-10-2020;115;4;1;0
ES-MC;17-10-2020;706;24;4;2
ES-MD;17-10-2020;686;78;1;7
ES-ML;17-10-2020;51;4;1;0
ES-NC;17-10-2020;433;30;3;4
ES-PV;17-10-2020;784;24;5;12
ES-RI;17-10-2020;122;12;0;2
ES-VC;17-10-2020;934;72;12;5
ES-AN;18-10-2020;1301;147;10;22
ES-AR;18-10-2020;482;46;2;1
ES-AS;18-10-2020;255;21;1;2
ES-CB;18-10-2020;48;3;0;0
ES-CE;18-10-2020;12;0;0;0
ES-CL;18-10-2020;702;106;8;22
ES-CM;18-10-2020;433;20;1;11
ES-CN;18-10-2020;111;6;1;0
ES-CT;18-10-2020;1470;73;5;19
ES-EX;18-10-2020;230;18;0;1
ES-GA;18-10-2020;409;40;4;7
ES-IB;18-10-2020;89;3;0;1
ES-MC;18-10-2020;334;36;7;5
ES-MD;18-10-2020;511;56;4;25
ES-ML;18-10-2020;81;3;1;0
ES-NC;18-10-2020;546;20;2;2
ES-PV;18-10-2020;674;18;3;10
ES-RI;18-10-2020;97;16;4;0
ES-VC;18-10-2020;416;63;4;9
ES-AN;19-10-2020;2700;177;14;25
ES-AR;19-10-2020;741;50;7;9
ES-AS;19-10-2020;210;39;1;2
ES-CB;19-10-2020;92;4;1;0
ES-CE;19-10-2020;35;2;0;0
ES-CL;19-10-2020;1077;126;10;21
ES-CM;19-10-2020;716;29;3;5
ES-CN;19-10-2020;127;19;3;2
ES-CT;19-10-2020;3893;109;13;26
ES-EX;19-10-2020;228;30;1;5
ES-GA;19-10-2020;353;42;6;5
ES-IB;19-10-2020;157;3;1;2
ES-MC;19-10-2020;461;57;3;6
ES-MD;19-10-2020;2413;80;4;34
ES-ML;19-10-2020;65;5;1;0
ES-NC;19-10-2020;604;39;0;6
ES-PV;19-10-2020;671;23;2;5
ES-RI;19-10-2020;140;11;3;1
ES-VC;19-10-2020;792;104;11;6
ES-AN;20-10-2020;3800;171;8;27
ES-AR;20-10-2020;959;64;5;17
ES-AS;20-10-2020;185;38;0;5
ES-CB;20-10-2020;157;1;0;0
ES-CE;20-10-2020;27;1;1;0
ES-CL;20-10-2020;1501;153;11;25
ES-CM;20-10-2020;905;42;1;5
ES-CN;20-10-2020;147;7;3;4
ES-CT;20-10-2020;5681;122;8;21
ES-EX;20-10-2020;414;17;0;5
ES-GA;20-10-2020;500;54;4;10
ES-IB;20-10-2020;192;12;1;1
ES-MC;20-10-2020;728;50;6;3
ES-MD;20-10-2020;2775;105;1;38
ES-ML;20-10-2020;56;5;0;0
ES-NC;20-10-2020;433;33;6;8
ES-PV;20-10-2020;854;39;2;4
ES-RI;20-10-2020;188;23;2;1
ES-VC;20-10-2020;1242;82;8;6
ES-AN;21-10-2020;4583;201;13;30
ES-AR;21-10-2020;1046;75;7;8
ES-AS;21-10-2020;270;39;1;9
ES-CB;21-10-2020;213;5;0;1
ES-CE;21-10-2020;49;1;0;0
ES-CL;21-10-2020;1832;144;4;15
ES-CM;21-10-2020;960;22;1;11
ES-CN;21-10-2020;150;17;1;1
ES-CT;21-10-2020;5946;106;15;20
ES-EX;21-10-2020;341;21;1;7
ES-GA;21-10-2020;427;43;8;8
ES-IB;21-10-2020;190;11;2;1
ES-MC;21-10-2020;743;37;6;4
ES-MD;21-10-2020;2704;96;4;32
ES-ML;21-10-2020;84;4;0;0
ES-NC;21-10-2020;638;39;4;3
ES-PV;21-10-2020;1035;33;2;6
ES-RI;21-10-2020;249;17;1;0
ES-VC;21-10-2020;1497;94;9;4
ES-AN;22-10-2020;4626;196;10;36
ES-AR;22-10-2020;1191;73;9;11
ES-AS;22-10-2020;323;51;3;7
ES-CB;22-10-2020;114;8;0;0
ES-CE;22-10-2020;68;3;0;0
ES-CL;22-10-2020;2076;144;10;23
ES-CM;22-10-2020;1008;50;6;12
ES-CN;22-10-2020;155;14;0;3
ES-CT;22-10-2020;6121;99;7;28
ES-EX;22-10-2020;437;36;1;6
ES-GA;22-10-2020;559;56;6;7
ES-IB;22-10-2020;247;13;1;2
ES-MC;22-10-2020;852;55;5;4
ES-MD;22-10-2020;2360;73;3;32
ES-ML;22-10-2020;82;11;1;0
ES-NC;22-10-2020;499;57;3;3
ES-PV;22-10-2020;1237;29;5;9
ES-RI;22-10-2020;192;21;1;1
ES-VC;22-10-2020;1505;100;6;7
ES-AN;23-10-2020;4705;209;20;32
ES-AR;23-10-2020;1299;85;4;19
ES-AS;23-10-2020;383;59;3;8
ES-CB;23-10-2020;181;12;0;0
ES-CE;23-10-2020;35;2;0;0
ES-CL;23-10-2020;2152;137;6;28
ES-CM;23-10-2020;1197;33;2;6
ES-CN;23-10-2020;85;13;2;0
ES-CT;23-10-2020;5678;110;9;35
ES-EX;23-10-2020;495;38;5;4
ES-GA;23-10-2020;746;50;5;5
ES-IB;23-10-2020;208;10;0;0
ES-MC;23-10-2020;1024;62;6;4
ES-MD;23-10-2020;2748;68;3;34
ES-ML;23-10-2020;137;6;0;0
ES-NC;23-10-2020;511;42;2;5
ES-PV;23-10-2020;1170;29;2;7
ES-RI;23-10-2020;214;14;3;4
ES-VC;23-10-2020;1838;102;7;12
ES-AN;24-10-2020;3168;201;13;35
ES-AR;24-10-2020;1078;70;6;7
ES-AS;24-10-2020;304;55;4;8
ES-CB;24-10-2020;174;7;0;0
ES-CE;24-10-2020;62;7;1;1
ES-CL;24-10-2020;1272;107;6;30
ES-CM;24-10-2020;766;41;1;12
ES-CN;24-10-2020;122;8;1;2
ES-CT;24-10-2020;2571;100;5;26
ES-EX;24-10-2020;480;28;2;5
ES-GA;24-10-2020;597;36;7;9
ES-IB;24-10-2020;166;13;2;0
ES-MC;24-10-2020;767;66;8;6
ES-MD;24-10-2020;630;61;3;22
ES-ML;24-10-2020;101;10;0;2
ES-NC;24-10-2020;736;29;3;2
ES-PV;24-10-2020;1016;21;1;8
ES-RI;24-10-2020;127;13;1;3
ES-VC;24-10-2020;1255;100;7;4
ES-AN;25-10-2020;1671;186;19;44
ES-AR;25-10-2020;762;76;3;7
ES-AS;25-10-2020;247;40;1;3
ES-CB;25-10-2020;164;5;0;0
ES-CE;25-10-2020;28;3;0;3
ES-CL;25-10-2020;933;111;4;18
ES-CM;25-10-2020;642;42;2;12
ES-CN;25-10-2020;43;2;1;0
ES-CT;25-10-2020;2087;94;5;27
ES-EX;25-10-2020;387;32;0;1
ES-GA;25-10-2020;627;37;5;5
ES-IB;25-10-2020;113;13;1;0
ES-MC;25-10-2020;590;36;3;10
ES-MD;25-10-2020;505;45;4;28
ES-ML;25-10-2020;61;5;2;0
ES-NC;25-10-2020;519;24;6;3
ES-PV;25-10-2020;945;27;4;8
ES-RI;25-10-2020;112;11;1;5
ES-VC;25-10-2020;741;87;6;6
ES-AN;26-10-2020;3556;228;20;36
ES-AR;26-10-2020;1022;90;7;8
ES-AS;26-10-2020;243;46;2;6
ES-CB;26-10-2020;132;19;2;2
ES-CE;26-10-2020;37;0;0;0
ES-CL;26-10-2020;1159;136;6;19
ES-CM;26-10-2020;881;43;3;7
ES-CN;26-10-2020;87;3;2;2
ES-CT;26-10-2020;5335;103;9;39
ES-EX;26-10-2020;507;38;1;10
ES-GA;26-10-2020;557;60;8;2
ES-IB;26-10-2020;243;16;3;0
ES-MC;26-10-2020;608;66;9;7
ES-MD;26-10-2020;2272;73;0;40
ES-ML;26-10-2020;83;4;0;0
ES-NC;26-10-2020;614;31;1;3
ES-PV;26-10-2020;985;38;2;10
ES-RI;26-10-2020;142;23;2;1
ES-VC;26-10-2020;1278;120;11;9
ES-AN;27-10-2020;4482;281;16;37
ES-AR;27-10-2020;1214;91;3;20
ES-AS;27-10-2020;346;57;8;7
ES-CB;27-10-2020;171;1;1;2
ES-CE;27-10-2020;59;4;0;1
ES-CL;27-10-2020;2003;143;3;21
ES-CM;27-10-2020;1108;49;3;17
ES-CN;27-10-2020;102;8;0;3
ES-CT;27-10-2020;5825;154;12;34
ES-EX;27-10-2020;442;24;4;6
ES-GA;27-10-2020;755;47;7;8
ES-IB;27-10-2020;263;5;2;3
ES-MC;27-10-2020;983;58;8;9
ES-MD;27-10-2020;2659;79;5;30
